1998-04-00|Collingwood|7.1  13.6  17.7 20.13|133  
1998-04-00|Richmond|0.3   4.6   9.9 12.16|88  
1998-04-01|Geelong|2.4   8.6  10.8 11.13|79  
1998-04-01|Western Bulldogs|5.4   8.6  12.7 14.10|94  
1998-04-02|Hawthorn|7.2  13.4  14.7 18.13|121  
1998-04-02|St Kilda|4.1   9.1  17.6  20.9|129  
1998-04-03|West Coast|4.4   7.6 12.10 14.15|99  
1998-04-03|Sydney|4.2   9.4  14.7 18.10|118  
1998-04-04|Carlton|3.2   5.5   6.9 10.10|70  
1998-04-04|Melbourne|2.4   5.7  6.10 10.12|72  
1998-04-05|Essendon|3.2   4.7   9.9 11.10|76  
1998-04-05|Fremantle|5.5   8.9 11.11 14.16|100  
1998-04-06|North Melbourne|7.2  10.4  15.9 21.11|137  
1998-04-06|Brisbane Lions|3.4   8.9 11.12 17.18|120  
1998-04-07|Port Adelaide|2.3   6.5   8.6  11.7|73  
1998-04-07|Adelaide|3.4   6.5  7.11  8.16|64  
1998-05-00|Richmond|4.5   7.9  9.12 12.14|86  
1998-05-00|West Coast|3.1   8.3   8.8 10.11|71  
1998-05-01|Hawthorn|6.2  14.8 14.12 18.16|124  
1998-05-01|Brisbane Lions|4.3   5.4  11.9 12.11|83  
1998-05-02|Collingwood|3.6  6.12 11.17 15.18|108  
1998-05-02|Essendon|4.3   9.6  9.12 12.16|88  
1998-05-03|Fremantle|3.4   9.6  12.7  16.8|104  
1998-05-03|North Melbourne|2.2   4.9  8.13 12.15|87  
1998-05-04|St Kilda|5.3   8.4  10.8 13.10|88  
1998-05-04|Carlton|1.4   5.5  7.10  9.12|66  
1998-05-05|Melbourne|3.6   7.9 12.13 14.18|102  
1998-05-05|Port Adelaide|0.5   2.8  5.13  6.17|53  
1998-05-06|Sydney|6.5   7.7 12.10 14.15|99  
1998-05-06|Western Bulldogs|2.2   4.4   4.9 12.11|83  
1998-05-07|Adelaide|3.3   4.8  8.12 12.15|87  
1998-05-07|Geelong|2.6   4.9  5.12  8.13|61  
1998-06-00|Brisbane Lions|4.3   7.5  11.6  13.8|86  
1998-06-00|Richmond|3.2   4.6   5.8   7.9|51  
1998-06-01|Western Bulldogs|4.4   6.9 10.14 13.19|97  
1998-06-01|Essendon|4.2   9.4  11.9 13.11|89  
1998-06-02|Geelong|5.0   7.4  11.9 13.12|90  
1998-06-02|Hawthorn|3.5  4.11  7.12 10.13|73  
1998-06-03|Carlton|2.2   4.5   7.7  9.13|67  
1998-06-03|Collingwood|5.3   6.6  11.8 14.12|96  
1998-06-04|Port Adelaide|5.5   9.9 10.15 13.18|96  
1998-06-04|Fremantle|2.3   4.5   7.5   9.6|60  
1998-06-05|North Melbourne|7.4   9.5 12.10 15.16|106  
1998-06-05|Adelaide|2.3   7.9 15.10 15.12|102  
1998-06-06|Sydney|2.3   3.9  4.12  8.13|61  
1998-06-06|Melbourne|4.2   6.3  10.7  12.8|80  
1998-06-07|West Coast|3.4   6.4  14.7 18.11|119  
1998-06-07|St Kilda|3.2   8.8 10.13 18.13|121  
1998-07-00|Collingwood|6.1   7.4   9.6  12.7|79  
1998-07-00|Sydney|4.1  10.2  14.6  18.7|115  
1998-07-01|Fremantle|0.2   4.4   4.5   8.9|57  
1998-07-01|Hawthorn|6.1   8.5  14.6  15.9|99  
1998-07-02|Carlton|3.5   8.7  10.8 11.10|76  
1998-07-02|Port Adelaide|4.5  10.6  19.8 25.15|165  
1998-07-03|St Kilda|3.3  7.10  8.10 11.16|82  
1998-07-03|Brisbane Lions|6.4   6.6  13.7  15.9|99  
1998-07-04|Essendon|3.0   6.0   7.1  11.4|70  
1998-07-04|Geelong|2.1   5.4   9.7  12.7|79  
1998-07-05|Adelaide|5.6   6.8  9.12 11.13|79  
1998-07-05|West Coast|2.2   4.3   5.7 10.11|71  
1998-07-06|Western Bulldogs|2.3   6.8  8.13 16.15|111  
1998-07-06|North Melbourne|4.0   5.3  10.7 12.11|83  
1998-07-07|Richmond|4.3   5.5   5.9 13.13|91  
1998-07-07|Melbourne|1.1   3.3   6.7   7.7|49  
1998-08-00|Essendon|2.1   5.3  10.8 12.12|84  
1998-08-00|Brisbane Lions|2.5  6.11  7.17  8.22|70  
1998-08-01|Geelong|2.0   7.1   8.4  12.4|76  
1998-08-01|Fremantle|1.4   1.8  5.11  6.18|54  
1998-08-02|North Melbourne|5.5   6.7 11.12 15.15|105  
1998-08-02|Sydney|2.3   8.7  11.8 14.11|95  
1998-08-03|St Kilda|4.1   6.3   7.9 10.12|72  
1998-08-03|Port Adelaide|1.3  2.10  4.12  5.15|45  
1998-08-04|Melbourne|4.3   9.6  13.8 17.12|114  
1998-08-04|Collingwood|5.5  8.10 13.12 16.15|111  
1998-08-05|Hawthorn|6.2   9.4  11.8 14.12|96  
1998-08-05|Western Bulldogs|5.1  11.3  16.6 21.10|136  
1998-08-06|Adelaide|4.2   6.7  9.11 11.13|79  
1998-08-06|Richmond|4.1   5.3   7.4  14.8|92  
1998-08-07|West Coast|2.4  6.11  9.13 12.20|92  
1998-08-07|Carlton|4.5   5.6   6.8 12.12|84  
1998-09-00|Fremantle|2.6  3.11  8.16 14.21|105  
1998-09-00|St Kilda|1.2   7.6  10.7 13.12|90  
1998-09-01|Carlton|0.5   3.7  6.13 10.14|74  
1998-09-01|North Melbourne|2.2   7.7  10.9 17.13|115  
1998-09-02|Western Bulldogs|5.2   6.4   9.5 13.10|88  
1998-09-02|Richmond|4.2   7.5  10.7  11.9|75  
1998-09-03|Geelong|0.3   2.6  4.10  5.14|44  
1998-09-03|West Coast|0.3   5.7   6.8  9.11|65  
1998-09-04|Melbourne|4.3   6.6  9.10 12.12|84  
1998-09-04|Essendon|4.2   9.6 12.10 18.14|122  
1998-09-05|Brisbane Lions|2.6   3.6   6.9  6.14|50  
1998-09-05|Adelaide|4.3  11.6 12.10 14.14|98  
1998-09-06|Sydney|3.4   7.8 10.12 17.15|117  
1998-09-06|Hawthorn|3.5   5.7  9.13 11.14|80  
1998-09-07|Port Adelaide|1.6  3.11  7.12 11.14|80  
1998-09-07|Collingwood|1.1   4.2   5.5   9.9|63  
1998-10-00|West Coast|0.4   8.6 13.12 16.17|113  
1998-10-00|Western Bulldogs|8.4   8.5  12.7 15.10|100  
1998-10-01|Carlton|6.2  10.4  15.4  17.9|111  
1998-10-01|Brisbane Lions|1.1   6.6  9.11 12.15|87  
1998-10-02|Richmond|1.5  5.10 11.15 13.19|97  
1998-10-02|Port Adelaide|3.4   4.7   5.9  9.13|67  
1998-10-03|Hawthorn|2.2   5.6   7.8  13.9|87  
1998-10-03|Essendon|5.4   6.8  9.12 13.15|93  
1998-10-04|Sydney|2.1   3.3   5.4   8.5|53  
1998-10-04|St Kilda|5.2  13.5  20.7 24.10|154  
1998-10-05|Collingwood|5.0   9.1  14.3  19.5|119  
1998-10-05|Fremantle|5.2  10.5  14.9 17.10|112  
1998-10-06|North Melbourne|3.0   5.2   9.8 13.13|91  
1998-10-06|Geelong|4.2   9.5  12.9 17.12|114  
1998-10-07|Adelaide|4.1   9.1  12.3  17.9|111  
1998-10-07|Melbourne|2.4   5.6   8.7  8.10|58  
1998-11-00|Essendon|7.8 13.11 20.12 24.16|160  
1998-11-00|Sydney|4.1   8.4  11.9 15.10|100  
1998-11-01|Hawthorn|2.2   4.2   7.5 10.10|70  
1998-11-01|Melbourne|7.2  12.4  16.7  18.9|117  
1998-11-02|Geelong|4.3   5.6   9.6  12.8|80  
1998-11-02|Carlton|3.1   3.5   6.8   9.9|63  
1998-11-03|Port Adelaide|2.2   6.7  7.10  7.13|55  
1998-11-03|West Coast|3.3   4.4   6.6   8.9|57  
1998-11-04|Western Bulldogs|8.0  11.3  17.7 24.11|155  
1998-11-04|Adelaide|3.3  10.7  11.8 13.10|88  
1998-11-05|Fremantle|3.4   6.9 11.14 17.19|121  
1998-11-05|Brisbane Lions|3.2   6.4   6.7   7.8|50  
1998-11-06|North Melbourne|2.2  10.4  15.7 19.12|126  
1998-11-06|Collingwood|4.6  7.10 10.13 13.19|97  
1998-11-07|St Kilda|3.2   9.4  15.7 21.11|137  
1998-11-07|Richmond|8.6  10.9 15.10 16.14|110  
1998-12-00|West Coast|6.2  10.4  16.6  19.9|123  
1998-12-00|Hawthorn|5.2   9.4  16.6  17.6|108  
1998-12-01|Carlton|3.3   6.7 10.11 14.16|100  
1998-12-01|Sydney|3.0   5.2   9.6  11.8|74  
1998-12-02|Melbourne|0.1   1.3   4.4   7.4|46  
1998-12-02|Geelong|7.2  15.3  18.7  22.9|141  
1998-12-03|Adelaide|3.5   6.6 13.11 15.18|108  
1998-12-03|Essendon|4.4   7.6 12.10 15.16|106  
1998-12-04|Collingwood|0.8  2.11  5.13 11.16|82  
1998-12-04|St Kilda|4.6  7.10 13.13 17.15|117  
1998-12-05|Western Bulldogs|6.1  10.6 15.11 18.14|122  
1998-12-05|Fremantle|5.3   7.4   9.5  15.6|96  
1998-12-06|Richmond|4.3   8.6  14.9 19.13|127  
1998-12-06|North Melbourne|2.3   4.5   9.6  14.8|92  
1998-12-07|Brisbane Lions|7.6  10.9 13.12 18.15|123  
1998-12-07|Port Adelaide|5.3   9.7 14.13 18.15|123  
1998-13-00|Essendon|3.2   5.5   9.5  11.6|72  
1998-13-00|West Coast|1.2   5.5   7.7 11.17|83  
1998-13-01|Collingwood|3.3   5.5   6.8 10.10|70  
1998-13-01|Adelaide|3.3   7.6  8.12 11.13|79  
1998-13-02|Geelong|2.1   7.4   8.5  12.8|80  
1998-13-02|Brisbane Lions|5.8   8.9 13.12 15.16|106  
1998-13-03|Hawthorn|2.2   7.8  13.9 17.12|114  
1998-13-03|North Melbourne|4.2   8.3  14.7 17.10|112  
1998-13-04|Port Adelaide|5.1   6.2  11.6  11.7|73  
1998-13-04|Western Bulldogs|1.2   2.5   4.6   5.9|39  
1998-13-05|Melbourne|0.2   2.5   2.9  5.12|42  
1998-13-05|St Kilda|4.6  11.8 16.11 19.13|127  
1998-13-06|Sydney|3.2  10.4  12.5  16.6|102  
1998-13-06|Richmond|4.3   7.7  9.11 13.13|91  
1998-13-07|Fremantle|2.4   6.9  6.13 10.16|76  
1998-13-07|Carlton|4.2   6.2   9.5  10.8|68  
1998-14-00|North Melbourne|5.4  12.5  16.7 19.13|127  
1998-14-00|Essendon|4.0   8.6 11.10 16.13|109  
1998-14-01|Carlton|1.3   5.5   9.9 13.14|92  
1998-14-01|Hawthorn|5.3   9.6  10.8 11.10|76  
1998-14-02|St Kilda|4.7  8.12 11.14 12.15|87  
1998-14-02|Western Bulldogs|3.0   5.4  7.10 10.12|72  
1998-14-03|Richmond|6.1  12.6  15.7  23.7|145  
1998-14-03|Fremantle|2.1   2.4   5.6   8.7|55  
1998-14-04|Port Adelaide|1.4   7.7   9.9 13.13|91  
1998-14-04|Geelong|4.5   6.8  8.12 10.13|73  
1998-14-05|Sydney|2.4   5.8 10.12 12.15|87  
1998-14-05|Adelaide|5.5  12.9 14.11 18.16|124  
1998-14-06|Brisbane Lions|2.5   8.8 13.13 19.21|135  
1998-14-06|Collingwood|4.1   6.5   8.9 12.11|83  
1998-14-07|West Coast|3.6   6.9  7.10 11.13|79  
1998-14-07|Melbourne|2.1   5.5   9.9 14.12|96  
1998-15-00|Richmond|8.2  11.6  17.8 20.12|132  
1998-15-00|Carlton|6.2   6.2   8.3  11.4|70  
1998-15-01|Essendon|6.4  11.7 13.11 16.12|108  
1998-15-01|Port Adelaide|3.0   6.2   7.5  12.9|81  
1998-15-02|Western Bulldogs|2.2   3.3   6.5 12.11|83  
1998-15-02|Melbourne|3.1   5.2   7.6  9.11|65  
1998-15-03|St Kilda|4.1   7.2   9.4  12.7|79  
1998-15-03|North Melbourne|5.3  10.7  16.9 22.13|145  
1998-15-04|Brisbane Lions|3.3   4.6   4.9  6.13|49  
1998-15-04|West Coast|3.3   4.4   6.6 11.10|76  
1998-15-05|Collingwood|1.5  5.10  6.10 10.11|71  
1998-15-05|Geelong|2.1   3.2   6.6   9.7|61  
1998-15-06|Adelaide|0.1   5.5   6.7  9.14|68  
1998-15-06|Hawthorn|2.4   2.5  4.11  4.11|35  
1998-15-07|Fremantle|4.2   6.6   6.7  10.9|69  
1998-15-07|Sydney|3.1   8.3   9.4  13.4|82  
1998-16-00|Adelaide|6.1   7.3  11.4  16.5|101  
1998-16-00|Carlton|1.6   8.7  11.7  16.9|105  
1998-16-01|Western Bulldogs|11.2  15.5  22.9 27.15|177  
1998-16-01|Brisbane Lions|1.1   6.3  10.3  13.8|86  
1998-16-02|Melbourne|4.2   7.5  11.6 16.10|106  
1998-16-02|Fremantle|5.2   7.3  10.5  13.5|83  
1998-16-03|Geelong|3.3   4.7  7.13 10.16|76  
1998-16-03|St Kilda|3.2   7.3   9.7 15.10|100  
1998-16-04|Hawthorn|0.6   1.7  2.10  4.14|38  
1998-16-04|Collingwood|2.1   8.5  14.7 19.10|124  
1998-16-05|Essendon|6.3   7.5  10.6 14.10|94  
1998-16-05|Richmond|2.3  6.11 10.13 10.15|75  
1998-16-06|Sydney|5.5   6.6  13.8 18.10|118  
1998-16-06|Port Adelaide|2.4  6.10  8.12 12.12|84  
1998-16-07|West Coast|4.4   6.6  9.10 11.14|80  
1998-16-07|North Melbourne|3.2   9.8 11.12 13.16|94  
1998-17-00|Fremantle|4.6   6.8  9.11 14.14|98  
1998-17-00|Adelaide|1.1   5.4  10.5  15.7|97  
1998-17-01|Carlton|7.6  18.8  25.8 29.11|185  
1998-17-01|Western Bulldogs|3.1   9.4 11.10 15.15|105  
1998-17-02|Collingwood|1.2   4.5  6.11  9.11|65  
1998-17-02|West Coast|2.5   5.7  10.7  13.8|86  
1998-17-03|North Melbourne|5.4   9.8 12.14 22.20|152  
1998-17-03|Melbourne|2.4   7.6  11.7  13.9|87  
1998-17-04|Port Adelaide|8.0  12.4  15.5 18.11|119  
1998-17-04|Hawthorn|6.2  10.3  11.7  15.8|98  
1998-17-05|St Kilda|2.4   6.6   9.8  13.9|87  
1998-17-05|Essendon|3.3   6.5  12.6  14.6|90  
1998-17-06|Richmond|2.1   4.4   7.6  10.7|67  
1998-17-06|Geelong|3.6   6.8   6.9  8.10|58  
1998-17-07|Brisbane Lions|4.0   7.2  10.3  14.5|89  
1998-17-07|Sydney|5.7 11.12 15.15 22.17|149  
1998-18-00|Collingwood|2.4   3.6   7.7  10.7|67  
1998-18-00|Western Bulldogs|1.2   9.4 11.11 16.14|110  
1998-18-01|North Melbourne|2.3  9.11 12.15 18.23|131  
1998-18-01|Port Adelaide|3.5   4.8  8.13 10.16|76  
1998-18-02|Geelong|1.2   2.5  8.14 12.15|87  
1998-18-02|Sydney|7.1  15.3  16.4  19.7|121  
1998-18-03|Melbourne|7.4 13.10 18.14 22.19|151  
1998-18-03|Brisbane Lions|1.1   3.4   7.5   8.8|56  
1998-18-04|Adelaide|5.2 10.10 16.17 19.23|137  
1998-18-04|St Kilda|3.3   6.7   8.7  10.7|67  
1998-18-05|Essendon|1.4   4.7  6.10 12.12|84  
1998-18-05|Carlton|0.5   5.6  8.10 11.12|78  
1998-18-06|Hawthorn|4.3   8.5  10.7 10.10|70  
1998-18-06|Richmond|1.0   2.2   2.7  4.10|34  
1998-18-07|West Coast|3.3   7.4  10.5  15.9|99  
1998-18-07|Fremantle|5.2   6.4   7.9  8.12|60  
1998-19-00|Brisbane Lions|3.1   4.6   8.8 12.14|86  
1998-19-00|North Melbourne|4.3  8.11 11.21 15.23|113  
1998-19-01|Melbourne|4.1   8.6 15.13 16.17|113  
1998-19-01|Carlton|3.3   6.8  6.11  8.16|64  
1998-19-02|Western Bulldogs|2.5   8.8 10.14 13.18|96  
1998-19-02|Geelong|2.4   8.5   9.9 14.13|97  
1998-19-03|St Kilda|4.3   5.4   7.6  10.9|69  
1998-19-03|Hawthorn|3.3  10.7 16.13 19.14|128  
1998-19-04|Fremantle|2.2   7.6 10.10 12.14|86  
1998-19-04|Essendon|7.3   9.8  16.9 18.11|119  
1998-19-05|Richmond|4.3   5.7   7.7 12.14|86  
1998-19-05|Collingwood|2.3   4.5   7.9  9.13|67  
1998-19-06|Sydney|5.2   7.4   9.7 10.14|74  
1998-19-06|West Coast|1.5   4.8   7.9  9.14|68  
1998-19-07|Adelaide|5.0   7.5  15.8 22.12|144  
1998-19-07|Port Adelaide|1.3   3.7   7.8 10.10|70  
1998-20-00|North Melbourne|2.5  7.12 14.17 22.19|151  
1998-20-00|Fremantle|2.2   5.3   7.4   7.5|47  
1998-20-01|Geelong|1.1   3.2   4.5   6.8|44  
1998-20-01|Adelaide|2.1   4.5   9.8 18.10|118  
1998-20-02|Essendon|6.6  10.8 13.13 16.13|109  
1998-20-02|Collingwood|3.0   9.3  13.6 14.15|99  
1998-20-03|Western Bulldogs|6.0   6.3  11.6  15.9|99  
1998-20-03|Sydney|3.2   7.5  13.6  15.7|97  
1998-20-04|Brisbane Lions|3.3  3.10  5.12  7.17|59  
1998-20-04|Hawthorn|4.5   4.9  8.13 13.16|94  
1998-20-05|Carlton|4.9  7.14 14.16 19.20|134  
1998-20-05|St Kilda|2.4   6.8 10.14 15.14|104  
1998-20-06|Port Adelaide|3.5  4.10  6.10 10.11|71  
1998-20-06|Melbourne|1.2   3.5   9.7 14.10|94  
1998-20-07|West Coast|1.6  8.10 14.13 16.16|112  
1998-20-07|Richmond|2.2   5.4   8.5  11.7|73  
1998-21-00|Essendon|4.3   7.6  10.8 13.12|90  
1998-21-00|Western Bulldogs|4.5  6.10 10.17 14.17|101  
1998-21-01|Richmond|5.3  12.6  15.9 24.11|155  
1998-21-01|Brisbane Lions|1.4   4.6   7.9 11.12|78  
1998-21-02|St Kilda|4.1   4.3   7.8   9.9|63  
1998-21-02|West Coast|0.0   3.3   6.8  7.13|55  
1998-21-03|Adelaide|4.3   5.5  9.10 13.14|92  
1998-21-03|North Melbourne|6.9  8.12  9.16 14.21|105  
1998-21-04|Collingwood|1.2   2.6  5.10  8.15|63  
1998-21-04|Carlton|3.6  7.11 12.14 17.16|118  
1998-21-05|Hawthorn|2.2   5.9  8.12 11.18|84  
1998-21-05|Geelong|2.3   4.7  5.11  8.15|63  
1998-21-06|Fremantle|1.4   4.7  6.10 10.11|71  
1998-21-06|Port Adelaide|5.3   7.5  12.7 19.10|124  
1998-21-07|Melbourne|3.3   6.6  11.8 17.12|114  
1998-21-07|Sydney|2.4   4.5   6.7 12.11|83  
1998-22-00|North Melbourne|2.3   5.4  10.8 17.11|113  
1998-22-00|Western Bulldogs|4.6   8.8 11.10 16.12|108  
1998-22-01|Geelong|4.5   9.8  14.9 19.13|127  
1998-22-01|Essendon|6.0  10.3  15.6  18.9|117  
1998-22-02|Hawthorn|4.3   8.5 11.14 22.17|149  
1998-22-02|Fremantle|1.2   5.5   8.6   9.6|60  
1998-22-03|Brisbane Lions|0.6  3.12  8.16 12.20|92  
1998-22-03|St Kilda|2.4   6.7  8.10 13.13|91  
1998-22-04|West Coast|2.2   4.5   6.5  12.9|81  
1998-22-04|Adelaide|3.4   5.6  8.12 15.16|106  
1998-22-05|Melbourne|5.5  6.10 12.14 19.19|133  
1998-22-05|Richmond|1.2   4.3   6.9   8.9|57  
1998-22-06|Sydney|3.3   7.7  15.8 18.11|119  
1998-22-06|Collingwood|4.2   7.6  12.7 16.11|107  
1998-22-07|Port Adelaide|4.2   6.5  8.10 12.12|84  
1998-22-07|Carlton|9.3  12.5  17.5 21.12|138  
1998-23-QualifyingFinal|North Melbourne|1.1   2.7  8.12 11.16|82   
1998-23-QualifyingFinal|Essendon|2.4   3.6  5.11  8.12|60   
1998-24-QualifyingFinal|Melbourne|6.6   9.8  16.9 17.13|115  
1998-24-QualifyingFinal|Adelaide|2.2   4.4   7.8  9.13|67   
1998-25-QualifyingFinal|Sydney|4.2   9.8 11.11 12.17|89   
1998-25-QualifyingFinal|St Kilda|3.1   6.4  11.8  13.9|87   
1998-26-QualifyingFinal|Western Bulldogs|5.0   8.7 14.11 18.13|121  
1998-26-QualifyingFinal|West Coast|1.1   4.4   5.6   7.9|51   
1998-27-SemiFinal|Melbourne|1.5  6.11  9.15 15.17|107  
1998-27-SemiFinal|St Kilda|2.3   4.6  5.10  7.14|56   
1998-28-SemiFinal|Adelaide|4.3   7.5  10.7 14.10|94   
1998-28-SemiFinal|Sydney|3.1   4.4   5.6  10.7|67   
1998-29-PreliminaryFinal|North Melbourne|4.1   8.4  13.8 17.12|114  
1998-29-PreliminaryFinal|Melbourne|3.6   6.8  9.11 12.12|84   
1998-30-PreliminaryFinal|Adelaide|5.6  13.8 18.11 24.17|161  
1998-30-PreliminaryFinal|Western Bulldogs|2.5  7.10  9.13 13.15|93   
1998-31-GrandFinal|Adelaide|3.2   4.3  9.11 15.15|105  
1998-31-GrandFinal|North Melbourne|4.4  6.15  8.15  8.22|70   
