1991-05-05|Geelong|5.3   6.8  7.12 13.17|95  
1991-05-05|Carlton|2.2   3.7   8.9  8.10|58  
1991-05-06|West Coast|5.4   9.7 15.10 19.16|130  
1991-05-06|Adelaide|0.3   2.8   5.9  9.11|65  
1991-06-00|Collingwood|2.7  7.11  8.15 10.17|77  
1991-06-00|Melbourne|1.2   8.3  13.6 17.11|113  
1991-06-01|North Melbourne|5.7 13.12 19.18 27.26|188  
1991-06-01|Sydney|9.3  19.6  21.8  21.8|134  
1991-06-02|Carlton|3.2   8.5  11.9 13.16|94  
1991-06-02|St Kilda|3.5  3.10  4.15  7.18|60  
1991-06-03|Geelong|3.4   5.4 10.10 13.11|89  
1991-06-03|West Coast|3.4 10.10 12.13 19.20|134  
1991-06-04|Brisbane Bears|5.1  10.3  11.7 12.11|83  
1991-06-04|Essendon|2.9  8.11 12.15 16.18|114  
1991-06-05|Fitzroy|2.2   3.6   7.7  11.8|74  
1991-06-05|Hawthorn|7.4  17.4 25.11 36.15|231  
1991-06-06|Adelaide|3.1   8.7  13.9 19.14|128  
1991-06-06|Footscray|4.4   7.6 11.10 14.13|97  
1991-07-00|North Melbourne|5.4  11.8 16.11 21.15|141  
1991-07-00|Fitzroy|4.3   7.4  11.6 14.13|97  
1991-07-01|St Kilda|7.3  14.7 18.14 24.18|162  
1991-07-01|Adelaide|0.1   1.7   2.7   4.7|31  
1991-07-02|Melbourne|2.7   8.8 12.13 18.18|126  
1991-07-02|Brisbane Bears|2.4  10.7  14.9 17.11|113  
1991-07-03|Essendon|2.2   9.5  14.7 17.13|115  
1991-07-03|Carlton|1.2   4.4  8.12 13.16|94  
1991-07-04|Hawthorn|3.3   5.6   7.9  8.14|62  
1991-07-04|West Coast|3.7  10.9 16.14 21.18|144  
1991-07-05|Footscray|6.7   7.8 15.11 20.13|133  
1991-07-05|Richmond|2.4   6.8  9.11 14.17|101  
1991-07-06|Sydney|7.7 11.13 13.18 20.24|144  
1991-07-06|Geelong|2.2   6.6 10.13 14.14|98  
1991-08-00|Hawthorn|2.3   7.9 10.10 18.14|122  
1991-08-00|Carlton|0.4   3.5  8.10 11.12|78  
1991-08-01|Essendon|0.3   6.6  10.7  13.9|87  
1991-08-01|West Coast|5.1   8.4  11.7 14.10|94  
1991-08-02|Fitzroy|1.3   3.4   6.9 10.10|70  
1991-08-02|Sydney|6.4 15.11 18.14 21.21|147  
1991-08-03|Melbourne|5.5   7.7 12.14 17.19|121  
1991-08-03|Footscray|2.3   6.6   8.9 12.10|82  
1991-08-04|Geelong|5.4 12.10 17.14 17.17|119  
1991-08-04|North Melbourne|4.5  9.11 14.13 22.18|150  
1991-08-05|Brisbane Bears|3.3   5.4  10.4  12.7|79  
1991-08-05|St Kilda|4.5 12.11 15.17 21.22|148  
1991-08-06|Richmond|4.3  12.8 18.13 24.15|159  
1991-08-06|Collingwood|7.1  11.6  14.8 15.12|102  
1991-09-00|North Melbourne|4.3   8.4  12.7 18.12|120  
1991-09-00|Adelaide|6.2  10.5  15.9 18.10|118  
1991-09-01|Footscray|4.2   9.3  12.9 15.11|101  
1991-09-01|Brisbane Bears|4.4   6.9 10.10 14.12|96  
1991-09-02|Carlton|4.5   7.9  9.11 13.15|93  
1991-09-02|Richmond|0.1   4.4   8.9  12.9|81  
1991-09-03|Collingwood|6.3   9.5  12.8 13.12|90  
1991-09-03|Geelong|3.5  5.13 11.18 18.24|132  
1991-09-04|Hawthorn|5.1  10.4  11.7 15.13|103  
1991-09-04|Essendon|4.2   7.4  12.8  13.9|87  
1991-09-05|Sydney|2.5   9.9 14.15 16.17|113  
1991-09-05|St Kilda|6.1  10.3  13.7 18.11|119  
1991-09-06|West Coast|3.6  7.14 11.17 17.23|125  
1991-09-06|Fitzroy|1.1   1.4   2.5   3.8|26  
1991-10-00|Adelaide|3.6   7.7 11.12 15.16|106  
1991-10-00|Melbourne|1.2   5.8   7.9 10.12|72  
1991-10-01|Collingwood|1.3   5.7  9.12 16.12|108  
1991-10-01|Hawthorn|8.2  14.7 17.10 23.13|151  
1991-10-02|St Kilda|1.0   6.6  8.10 11.15|81  
1991-10-02|Essendon|8.2  10.5 12.10 16.13|109  
1991-10-03|Fitzroy|3.2  10.7 13.10 19.13|127  
1991-10-03|Geelong|1.7  3.11 10.17 14.22|106  
1991-10-04|North Melbourne|5.4  13.6 19.10 21.15|141  
1991-10-04|Footscray|3.6  8.14 13.17 18.19|127  
1991-10-05|Brisbane Bears|6.4   8.7  8.11 10.15|75  
1991-10-05|Richmond|2.3   6.8  11.9 12.10|82  
1991-10-06|West Coast|2.5   6.9  9.12 15.16|106  
1991-10-06|Sydney|1.3   3.5  9.10 10.12|72  
1991-11-00|Geelong|7.5  13.7 23.12 27.15|177  
1991-11-00|Adelaide|3.1   7.5   9.6  14.9|93  
1991-11-01|North Melbourne|5.6  9.11 13.17 18.22|130  
1991-11-01|Collingwood|4.3   8.5  13.7 17.12|114  
1991-11-02|Essendon|2.1   3.6  9.11 12.14|86  
1991-11-02|Melbourne|2.2   6.4   8.6  12.8|80  
1991-11-03|Hawthorn|3.5  6.10  8.13 10.17|77  
1991-11-03|St Kilda|4.1   6.5 11.10 15.13|103  
1991-11-04|Richmond|1.3   5.5   6.6  12.8|80  
1991-11-04|West Coast|4.5   9.6 13.14 17.15|117  
1991-11-05|Sydney|2.4   4.6  10.8 18.13|121  
1991-11-05|Brisbane Bears|7.4  16.8  20.8 26.12|168  
1991-11-06|Footscray|2.5   4.6   6.8   8.9|57  
1991-11-06|Carlton|0.3   0.7   0.9  1.10|16  
1991-12-00|Carlton|1.3   5.4   9.8 12.10|82  
1991-12-00|Collingwood|4.1   5.1   6.1  10.2|62  
1991-12-01|Footscray|2.4   4.4   4.9  4.11|35  
1991-12-01|Sydney|2.2   2.3   4.4   5.5|35  
1991-12-02|Brisbane Bears|4.2   7.3   9.6  14.9|93  
1991-12-02|West Coast|6.7 10.11 17.14 21.19|145  
1991-12-03|Adelaide|2.2   4.5   5.7   7.8|50  
1991-12-03|Fitzroy|4.1   5.1   7.3   7.5|47  
1991-12-04|Hawthorn|2.2   7.9  8.14 13.18|96  
1991-12-04|Geelong|2.5   8.8 14.14 20.16|136  
1991-12-05|Melbourne|3.3   5.6   9.6 13.12|90  
1991-12-05|Richmond|3.2   6.9 10.11 14.12|96  
1991-12-06|St Kilda|5.2   8.3  12.8 15.11|101  
1991-12-06|North Melbourne|4.4   4.8  7.13  8.18|66  
1991-13-00|West Coast|7.3  10.8 21.10 25.15|165  
1991-13-00|Footscray|0.2   2.3   3.3   7.5|47  
1991-13-01|Richmond|3.3   4.6   6.9  6.11|47  
1991-13-01|Adelaide|3.2   4.8  6.10 12.13|85  
1991-13-02|Hawthorn|3.4  11.7 14.12 22.17|149  
1991-13-02|Brisbane Bears|2.4   4.5   8.6   9.8|62  
1991-13-03|Essendon|2.4   6.4  7.10 10.14|74  
1991-13-03|Collingwood|2.2   7.5   9.8 11.10|76  
1991-13-04|Sydney|5.3  12.7 15.12 18.16|124  
1991-13-04|Carlton|4.2   9.3  13.7  17.8|110  
1991-13-05|Fitzroy|2.4   3.6   8.7  15.8|98  
1991-13-05|St Kilda|4.0  10.2  14.5  17.9|111  
1991-13-06|Melbourne|3.1   6.3   9.5  16.8|104  
1991-13-06|Geelong|3.5   7.8 15.11 20.14|134  
1991-14-00|Richmond|3.10  7.10 13.10 19.14|128  
1991-14-00|North Melbourne|8.2  15.8 21.14 26.16|172  
1991-14-01|Carlton|4.3   9.7  9.10 12.11|83  
1991-14-01|West Coast|3.4   5.7  6.11 11.14|80  
1991-14-02|Collingwood|4.6 10.12 13.17 20.23|143  
1991-14-02|Sydney|0.1   3.3   5.5   6.8|44  
1991-14-03|Essendon|1.2   5.6 10.13 17.20|122  
1991-14-03|Fitzroy|2.6   6.6   8.9 12.11|83  
1991-14-04|St Kilda|3.1   7.3  11.4  16.6|102  
1991-14-04|Footscray|2.10  4.12  7.16  8.21|69  
1991-14-05|Melbourne|1.1   5.4   8.6 11.11|77  
1991-14-05|Hawthorn|6.6  12.6 14.10 19.13|127  
1991-14-06|Adelaide|3.7  5.10 14.11 23.18|156  
1991-14-06|Brisbane Bears|2.1   5.7  10.9 13.12|90  
1991-15-00|North Melbourne|6.1  10.4  14.6  18.7|115  
1991-15-00|Hawthorn|4.4 10.11 18.12 27.17|179  
1991-15-01|Collingwood|5.3  11.7 18.11 23.22|160  
1991-15-01|Adelaide|3.4   3.5   5.6   5.7|37  
1991-15-02|Fitzroy|1.1   1.3   4.4   6.5|41  
1991-15-02|Carlton|2.4   6.7  6.11  8.12|60  
1991-15-03|Footscray|0.5  1.10  8.15 11.23|89  
1991-15-03|Essendon|2.2   4.3   5.4   6.7|43  
1991-15-04|Geelong|7.3  12.4 17.11 19.17|131  
1991-15-04|Richmond|1.4   4.7   8.9 14.14|98  
1991-15-05|Sydney|1.5   4.6   7.8 14.10|94  
1991-15-05|Melbourne|4.6  7.11 16.18 26.21|177  
1991-15-06|West Coast|7.3  12.7 17.10 21.11|137  
1991-15-06|St Kilda|2.2   5.2   9.5  14.9|93  
1991-16-00|Hawthorn|8.11 10.12 17.18 23.20|158  
1991-16-00|Adelaide|0.1   6.4   9.5 14.11|95  
1991-16-01|Carlton|7.2   8.3  13.4  14.5|89  
1991-16-01|North Melbourne|1.3  8.10 11.12 13.17|95  
1991-16-02|Collingwood|2.3   5.7 11.11 20.13|133  
1991-16-02|Footscray|4.0   8.1  11.1  13.2|80  
1991-16-03|Melbourne|3.2   7.4  11.8 11.10|76  
1991-16-03|West Coast|3.7   6.9 10.10 14.16|100  
1991-16-04|Brisbane Bears|7.5  12.8 16.11 26.14|170  
1991-16-04|Fitzroy|1.5   5.6 11.14 15.15|105  
1991-16-05|Geelong|4.2   6.8  9.13 13.21|99  
1991-16-05|Essendon|2.5   4.9  9.13 10.15|75  
1991-16-06|Richmond|4.5   6.9  6.13 13.18|96  
1991-16-06|St Kilda|5.2  11.5 16.10 18.16|124  
1991-17-00|West Coast|3.5   6.9 13.11 20.15|135  
1991-17-00|Collingwood|3.3   5.4   7.5   8.6|54  
1991-17-01|Carlton|1.2   3.5   6.6  6.12|48  
1991-17-01|Adelaide|3.3   6.5   6.9  7.13|55  
1991-17-02|North Melbourne|5.2  10.6  10.8 15.13|103  
1991-17-02|Brisbane Bears|4.0   5.2  11.4  14.6|90  
1991-17-03|Essendon|3.2   4.4   6.6   6.7|43  
1991-17-03|Richmond|0.5  5.11  7.15  7.18|60  
1991-17-04|Melbourne|3.1   5.8  6.13 12.20|92  
1991-17-04|Fitzroy|1.7   3.9  6.10  7.13|55  
1991-17-05|St Kilda|2.1   3.3   8.9  9.13|67  
1991-17-05|Geelong|2.2   8.2  13.3  18.8|116  
1991-17-06|Sydney|5.3   7.9 12.16 14.19|103  
1991-17-06|Hawthorn|3.6  7.13 10.19 15.24|114  
1991-18-00|Fitzroy|4.3   9.8 13.14 15.21|111  
1991-18-00|Collingwood|6.6  8.10 13.13 18.16|124  
1991-18-01|Essendon|7.1  11.3  17.7  19.9|123  
1991-18-01|North Melbourne|1.6  2.12  4.12  5.19|49  
1991-18-02|Richmond|3.2   6.6  10.8 13.10|88  
1991-18-02|Hawthorn|3.2   7.8  9.12 13.16|94  
1991-18-03|St Kilda|5.4   9.9 12.10 16.14|110  
1991-18-03|Melbourne|6.2   9.4  16.8  17.9|111  
1991-18-04|Brisbane Bears|1.5  6.11 12.14 14.16|100  
1991-18-04|Carlton|4.4   6.9  8.13 12.21|93  
1991-18-05|Geelong|5.6 13.11 17.14 20.16|136  
1991-18-05|Footscray|1.0   4.0   5.5  10.8|68  
1991-18-06|Adelaide|5.6 10.11 12.15 16.22|118  
1991-18-06|Sydney|2.0   8.2  13.7  19.8|122  
1991-19-00|North Melbourne|4.2   9.8 10.11 12.13|85  
1991-19-00|West Coast|2.2   4.5  9.10 11.16|82  
1991-19-01|Geelong|8.6  10.8 18.14 24.15|159  
1991-19-01|Brisbane Bears|2.0   5.3   6.4  8.10|58  
1991-19-02|Carlton|1.2   4.7   6.8  10.8|68  
1991-19-02|Melbourne|3.5   6.7  9.10 11.14|80  
1991-19-03|Collingwood|3.2   5.3  12.6  13.7|85  
1991-19-03|St Kilda|2.2   4.5   6.5  7.11|53  
1991-19-04|Footscray|7.5   8.7 15.10 16.12|108  
1991-19-04|Fitzroy|1.0   4.5   4.6   7.9|51  
1991-19-05|Sydney|5.3   9.7 11.11 14.15|99  
1991-19-05|Richmond|1.7  5.10  9.16 12.20|92  
1991-19-06|Adelaide|2.3   5.4 13.10 16.12|108  
1991-19-06|Essendon|5.4   8.5  10.6  12.9|81  
1991-20-00|Carlton|4.4   5.6  12.9  16.9|105  
1991-20-00|Geelong|1.7   6.8 11.11 14.19|103  
1991-20-01|Essendon|4.5  13.8 18.16 22.19|151  
1991-20-01|Sydney|2.3   6.8   8.9 12.12|84  
1991-20-02|Hawthorn|2.4   5.6  7.10 12.11|83  
1991-20-02|Footscray|3.3   6.5   6.7  10.9|69  
1991-20-03|North Melbourne|4.3   8.4  11.7 13.10|88  
1991-20-03|Melbourne|4.6  6.12 16.15 20.20|140  
1991-20-04|Brisbane Bears|1.5   2.6   6.9 10.11|71  
1991-20-04|Collingwood|4.2  11.6 21.10 26.16|172  
1991-20-05|Richmond|2.3   6.7 11.14 13.19|97  
1991-20-05|Fitzroy|3.5 11.11 17.13 23.18|156  
1991-20-06|Adelaide|1.7   2.7  9.12 11.14|80  
1991-20-06|West Coast|1.1   5.3   8.7 14.11|95  
1991-21-00|West Coast|1.5  5.10  8.14 11.16|82  
1991-21-00|Geelong|5.4   5.6   8.7  12.9|81  
1991-21-01|Footscray|3.6   3.9  4.13  8.16|64  
1991-21-01|Adelaide|0.1   2.4   4.4   6.4|40  
1991-21-02|Essendon|6.5  7.10 16.16 23.19|157  
1991-21-02|Brisbane Bears|3.3   9.4  12.7 17.10|112  
1991-21-03|St Kilda|5.8 11.11 18.16 23.17|155  
1991-21-03|Carlton|1.0   8.4  10.7 15.11|101  
1991-21-04|Melbourne|3.0   6.3   7.5   8.7|55  
1991-21-04|Collingwood|3.4   6.8 11.10 19.13|127  
1991-21-05|Hawthorn|7.6 11.15 22.25 28.27|195  
1991-21-05|Fitzroy|2.2   4.5   7.6  10.9|69  
1991-21-06|Sydney|4.7  7.10 10.17 13.22|100  
1991-21-06|North Melbourne|3.4   9.9 13.13 20.16|136  
1991-22-00|Adelaide|2.0   7.3  10.7  12.9|81  
1991-22-00|St Kilda|4.4   7.7  14.9 20.12|132  
1991-22-01|Carlton|3.3   7.6  10.8 12.12|84  
1991-22-01|Essendon|3.1   5.5   8.7 13.10|88  
1991-22-02|Fitzroy|7.5  14.9 17.14 22.16|148  
1991-22-02|North Melbourne|4.2  14.6 16.12 21.21|147  
1991-22-03|Richmond|2.3   7.3  11.8 14.11|95  
1991-22-03|Footscray|3.1   5.8   7.9 11.12|78  
1991-22-04|Geelong|5.2   9.7  13.9 17.13|115  
1991-22-04|Sydney|3.1   5.3   9.7 13.10|88  
1991-22-05|Brisbane Bears|2.2   5.8  8.10 13.13|91  
1991-22-05|Melbourne|2.4   7.6   9.9 15.13|103  
1991-22-06|West Coast|2.2   9.4  12.8  15.9|99  
1991-22-06|Hawthorn|3.2   5.6  10.7  11.9|75  
1991-23-00|Sydney|7.2  15.6 19.10 21.14|140  
1991-23-00|Fitzroy|3.3   5.6  6.10 13.16|94  
1991-23-01|St Kilda|5.0  10.4  19.7 27.12|174  
1991-23-01|Brisbane Bears|3.2   5.6  5.10  7.12|54  
1991-23-02|Carlton|3.2   5.6   5.8  8.10|58  
1991-23-02|Hawthorn|5.4  11.8 20.15 23.18|156  
1991-23-03|Collingwood|3.3  9.12 13.15 18.18|126  
1991-23-03|Richmond|4.2   7.3  12.6  14.9|93  
1991-23-04|North Melbourne|3.2   4.3   6.7  8.10|58  
1991-23-04|Geelong|2.1   6.7 11.10 13.12|90  
1991-23-05|Footscray|0.1   1.4   3.8   6.9|45  
1991-23-05|Melbourne|2.4   5.5   5.6   8.8|56  
1991-23-06|West Coast|3.3   6.9 12.13 16.19|115  
1991-23-06|Essendon|1.6   4.7   7.7  7.10|52  
1991-24-00|Richmond|2.1   8.8 11.16 20.18|138  
1991-24-00|Carlton|5.6  7.10 13.12 18.15|123  
1991-24-01|Geelong|2.1   8.5  13.7 16.11|107  
1991-24-01|Collingwood|3.4  4.10  7.16  8.18|66  
1991-24-02|Essendon|1.4   2.5   4.7   9.9|63  
1991-24-02|Hawthorn|4.3  10.4 15.10 21.17|143  
1991-24-03|Fitzroy|0.5   1.9  7.14 14.15|99  
1991-24-03|West Coast|3.5  5.11  5.14 12.17|89  
1991-24-04|St Kilda|6.2  11.6  16.9 24.14|158  
1991-24-04|Sydney|4.4   7.7 11.14 17.17|119  
1991-24-05|Brisbane Bears|3.1   6.4  7.13  8.14|62  
1991-24-05|Footscray|2.4   4.9  7.10 14.14|98  
1991-24-06|Adelaide|6.2  17.4  24.7 28.12|180  
1991-24-06|North Melbourne|5.3   7.5   9.7 16.11|107  
1991-25-EliminationFinal|Melbourne|1.2   4.5  10.7 17.11|113  
1991-25-EliminationFinal|Essendon|5.6   7.7   9.9  11.9|75   
1991-26-EliminationFinal|Geelong|5.3   6.6 13.10 15.14|104  
1991-26-EliminationFinal|St Kilda|3.5   9.7  13.9 14.13|97   
1991-27-QualifyingFinal|Hawthorn|5.4   8.9 12.12 18.16|124  
1991-27-QualifyingFinal|West Coast|6.3   7.4  11.9 15.11|101  
1991-28-SemiFinal|Hawthorn|3.11  6.13 10.13 13.17|95   
1991-28-SemiFinal|Geelong|2.1   5.2  11.8 13.15|93   
1991-29-SemiFinal|West Coast|2.4   7.6 12.13 17.15|117  
1991-29-SemiFinal|Melbourne|4.2   5.4   8.4  12.7|79   
1991-30-PreliminaryFinal|West Coast|4.6   6.9  8.12 11.13|79   
1991-30-PreliminaryFinal|Geelong|1.2   2.6   5.7  8.16|64   
1991-31-GrandFinal|Hawthorn|3.4  7.12 12.15 20.19|139  
1991-31-GrandFinal|West Coast|5.1   7.2  12.5  13.8|86   
